name_x,nombre_estado,city,name_y,rating,text
Hong Kong Chinese Restaurant,South Carolina,Kingstree,Carrie Burgess,5,Staff is always friendly & the food is great!
Capital Buffet,New York,Albany,L Jones,4,"Good food , large selection , good price and service"
Chen's Fusion,North Carolina,Shelby,Sherrie Mitchell,5,Best place around
Hoshi Sushi,New York,Stony Brook,Fuad Faruque,4,Good sushi and wide buffet variety. The sake was pretty good too.
Good Taste,Virginia,Lynchburg,Kendra Williams,5,Great Egg Rolls!!
Sakura Hibachi Sushi,Massachusetts,Attleboro,lionel benn,5,Great food
Li's Wok,New York,Valley Stream,Sam Chang,5,Good food and fast delivery... being close to home is also a plus.
New Shun Wei,New York,New York,Adam Anzuoni,4,Authentic quick eats.
Pearl of the Orient,New York,Loudonville,Albert Van Cleef,5,Great service and great food always fresh and hot.staff are great and make you welcomed
New Hong Kong,New York,Lynbrook,Ethan Lingenhol,5,"This is our go to place. They are consistent. Always super nice. Take cash and credit card and it tastes great.

This also support the Lynbrook police department through the PBA program."
Mister China,New Jersey,Medford,Heather Mc,3,Some stuff is ok but chicken with broccoli qas terrible
Crystal Kitchen Chinese Restaurant,Virginia,Lexington,Becky Mcdaniel,1,"Worst place I have ever gone to!
Horrible food, very dirty buffet,"
China Garden,Georgia,Milledgeville,Stan Ballew,4,Boneless ribs were great!  Egg foo young was over cooked. Will give them a  second chance.
China Cafe,New York,Manlius,India Bolden Jones,3,It's decent
New Dragon Palace,New York,Brooklyn,Denise Roberts,5,"Smooth service, food is delightfully fresh and you can tell by the lightness of there rice they change their oil on a frequent basis, wish they delivered, but. Convenient for sure."
Dumpling Garden (Saugus),Massachusetts,Saugus,Arthur Abelowitz,1,"Last evening, I made my first and last order from this restaurant. I ordered the teriyaki beef. It came in a rectangular plastic container.  The contents consisted of undercooked vegetables covered by a piece of overcooked tough steak covered with some teriyaki sauce.the only good part of the meal was the steamed white rice."
Eddie's Cafe,Maryland,College Park,Sifredo Zavala,5,Best bang for your buck!!! Food is on point always!!
Hong Kong Restaurant,South Carolina,Williston,Eddie Baker,3,"I've had better. Shrimp was breaded and fried, instead of grilled.  I"
Spring Rolls,North Carolina,Raleigh,Timothy Day,5,The friendliest staff
Hai Hong Restaurant,New York,Ithaca,CJ McDermith,2,"The waitress was in a very poor mood complaining and cursing throughout. Probably just having a bad day. But on top of this I had to play the classic game of where's the meat. I ordered general tso chicken and it was 70% fat and most all of the actual chicken was dark meat. While this may be typical for fast food I was disappointed given the total of over $40 for two entrees and an appetizer (no drinks and no deserts). I should also add that the steamed dumplings we ordered as an appetizer came after I had already finished my entree... very disappointed with the quality at this price point. The restaurant itself was nice, very clean. If you do go read the story on the front of the menu, it's worth the read."
King Chinese Buffet,North Carolina,Garner,Mack Rhodes,4,Good buffet selection good prices
Golden City,New Jersey,Villas,Jessi A,4,Simply the number one Chinese takeout in the area! There's a couple small tables inside. Parking lot out front.
Asian Taste,New Jersey,Clark,Claudia Allen,1,Over charged for very little food. Suggest to stick to your regular chinese restaurant.
A Hibachi,Virginia,Petersburg,Mike Jones,5,Great hibachi
So Pho 88,New York,Brooklyn,Pawel B,5,Best Pho Around ;)
Mazic Fry,Florida,Orlando,Crystal Rose,5,Good food
Mana Restaurant - Spanish/Chinese Buffet,New Jersey,Vineland,Roberto Villafane,5,"(Translated by Google) Good prices Excellent treatment, fresh and delicious food, good family atmosphere, good recommendation to eat and have a good time with the family.

(Original)
Buenos precios Exselente trato ,comida fresca y deliciosa , buen ambiente familiar , buena recomendación para ir ha comer y pasar un bun rato en familia."
Great Wall,New York,Bronx,Eduard Pujols,1,This ppl are insane im a regular customer and i called for delivery they are really good and all but i waited 56 mins for a food before i decided to call and they had the nerver to tell me to go downstairs to pick it up i will jot ever do that and they never made me go downstairs for pick up son since i decided to not pick it up they called me and curse me out because i didnt wanna go downstairs for pick up now the lost a regular customer
Peking China Restaurant,Virginia,Elkton,Donna Wright,5,Nice place.  Great food. Will go back.
Empire Restaurant,South Carolina,St George,Vera Primus,5,Good food and great service I love this place. 😊
Genghis Grill,Florida,Tampa,Fabrizio Colaianni,5,"Awesome food, great service. Alot of choices!"
Red Wok,Georgia,Albany,Mike Williams,4,Had the mo go gi pan fried rice Excellent
Chen's Express Kitchen,New York,New York,Lesly Gonzalez,1,Awful customer service!
Jasmine Buffet,South Carolina,Columbia,Wendy Johnson,5,Always great!
Chef Chang's,Massachusetts,Boston,Duan Yutong,4,Peking duck is pretty good.
New Cheung Hing,New York,Queens,nico songster,5,Good food
Dumplings & Things,New York,Queens,Martin Donovan,5,"If you find this review helpful, please hit like.

Quality: Excellent

Price Point: Cheap, you can eat a meal (5 dumplings and a coke) for about $5

Credit Cards: No, CASH ONLY

Service: Quick, although it was quite when I went in.

Ambiance: Nice and relaxed. Decent wood furniture and easy to read chalk menu. Music at a reasonable volume, and of course - clean.

Clientele: Mixed reflecting the neighborhood, but most importantly I see actual Asian people eating here.

What I had: Spicy Beef Dumplings and Pork with Cilantro Dumplings. I had both fried instead of steamed. They were meaty, flavorful, and crispy.

Bonus: They are partnered with SpotLuck"
DAGU RICE NOODLE （大鼓米线&奶茶.甜品）,Georgia,Doraville,Ashley Rojas,5,Before vs after. The noodle soups 😙🤌🏼 yum
Mandarin House,Massachusetts,Roslindale,schneider st fleur,5,The chicken is very good
Chow Town Grill & Buffet,Georgia,Valdosta,Robert Lee,5,Excellent good and price
China King,Florida,Naples,Michael Moore,5,Always get the steamed mixed vegetables and I am very satisfied. Quick and friendly service too.
Fortune Wok,New York,Clifton Park,Hobart Gibeault,5,Very nice and cozy and very polite people
China Jade,Connecticut,Hartford,Sheekcecil,4,Decent food.... not pricey...
Wok Chi - Stir Fry Kitchen,New York,New York,G Aquino,2,Typical greasy food but not fresh (you can tell it's been sitting in those buffet trays for some time) and way overpriced. You can get better quality and cheaper food at the other stalls in the food court. Service was reasonably speedy but not very attentive.
Beijing House,New York,Brooklyn,Ana Lopez-Vera,5,Like there food
El Palacio,Florida,Kissimmee,Francisco German,3,"(Translated by Google) Excellent cominda and many attentions. But, a very important and necessary detail for a restaurant the bathrooms are not very well maintained. Stinky and very dirty. The next time you go if that corrects it then you deserve five stars.

(Original)
Excelente cominda y muchas atenciones. Pero, un detalle muy importante  y necesario para un restaurant los baños no estan muy bien cuidado. Apestoso y muy sucio. La proxima ves que valla si eso lo corrigen entonces se merecen cinco estrellas."
Number 1 Chinese Restaurant,New York,Middletown,tina saccio,5,Love this store
Szechuan No 1,Maryland,Silver Spring,Alonzo Morgan,5,The best carryout in the area in my opinion
Moca Express,New York,Inwood,Kimberley Johnson,5,Yummy and fairly priced
China King,New York,Ravena,Gary Buckman,5,"Solid chinese spot, long time customer, faithful place."
Green Tea,New York,Staten Island,Ericka M,2,"Ordered chicken and fries, fries hurt to chew my fork could not even go through the fries to pick them up. They were either over cooked or cooked in old oil . Dined in with my kids, there are a lot of crack heads and crazy people in the area , no ac & you their refrigerator doesn’t seem to be working . At least three customers complained the drinks were luck warm and went next door to the deli ."
Chan's Restaurant,Virginia,Chesterfield,david worth,5,Absolutely the best fast Chinese food I've ever had. They brought out some wontons and sweet and sour sauce like it was chips and dip. Great service and great tasting food.
Chef Chang's,Massachusetts,Boston,Justin Rachwalski,4,Wait time can be long but food is excellent.
China House of Stratford,Connecticut,Stratford,Melissa Petitti,5,Good food
Panda House Kitchen,New York,East Meadow,Google Review,4,"Ordered chicken and broccoli.
Food was delicious
Sauce was excellent

However I read a review someone found a cockroach in there soup and now I’m skeptical..."
Mandarin Chef,Massachusetts,Foxborough,Chocolate Bunny,5,Yum! That's all!
Wong's Kitchen,New York,Dansville,Virginia Ashley,5,The workers were very nice and we enjoyed the food and they even stayed open for us the celebrate my daughter's Graduation from GST-B0CES
Anise Chinese Kitchen,New York,Bronx,K Goldman,4,Food is usually great. Christmas Eve though was a disaster. I would swear they used a substitute or new chef. It ruined their reputation in my eyes. Haven't been back since...
Fire Wok,Florida,St. Augustine,cap blankey,4,9/10 times perfect orders and super quick
Hong’s BBQ,Florida,Davie,Braaping Mama,1,Just picked up some ribs and wings. The ribs were literally just ribs no meat and the wings look and taste like they were fried numerous times! The only thing we could eat was the vegetable fried rice. Definitely not worth the money!
El Palacio Buffet,Florida,Orlando,Demetrio Vallejo,1,"(Translated by Google) The truth I was last night in the OBT was not good, but burned that is not good, while in kissimmee if it was excellent I do not know what happened to each other

(Original)
La verdad estuve anoche en la OBT no fue buena , sino quemada eso no está bien,  mientras en kissimmee si fue excelente  no se q pasó entre si"
Imperial Chinese Restaurant,Virginia,Ashland,Rashine Sturdivant,2,Not what I was expecting but the service and kindness of the person that took my order was excellent!!! Food wasn't that great had better back on in Woodstock VA
Peking Pavilion,Virginia,Arlington,Aaron Kahn,5,I've been eating here for years and I'm always satisfied
Hibachi Grill & Supreme Buffet,Maryland,Baltimore,Mia Evans,2,"I wasn't very pleased w/ the food however, my waitress was very pleasant and prompt w/ cleaning my dirty plates and refilling my cup."
China Wok,Florida,St. Augustine,Britney Danger,1,"Both orders were weird. Not made in the normal sauce and it's like they used sweet and sour breaded chicken for all their meals. Wasn't good tried them twice, was hoping the first time was a mistake. Guess not."
Mr Stirfry,New York,Syracuse,Kevin Hait,4,"The $10 minimum is annoying and seemingly pointless.

The food's on the better end if alright though."
East Ocean Restaurant,Virginia,Haymarket,Zi Mj,5,One of the best Chinese food I ever tasted. This restaurant is very clean. Have the best customer service. The owners are very welcoming. I really enjoyed my General Tsos Chicken and our Thai dishes😋😋👍👍👍👍 Highly recommend this restaurant. we will be returning many times.
Top China Restaurant,North Carolina,Oxford,Sherri Damon,4,Food is good. Cashier is properly polite. If only she gave receipts for cash purchases...
Imperial Dynasty Chinese and Japanese Cuisine,Florida,Longwood,Nicole D,3,"Great service but food is just ok. Ordered the bento box and it was A LOT of food but the wontons in the soup undercooked, salmon was too fishy, hard and overcooked."
Fortune Garden,New Jersey,Lawrenceville,Kathleen McGuinn,4,Not A meal they serve is anything but delicious.
New Panda,New York,Endicott,Jessica Kratz,5,Awso.e service super good food
Imperial Dynasty Chinese and Japanese Cuisine,Florida,Longwood,Zach Roseman,5,"This is one of the best Chinese places I have been. The service is top notch, the food is amazing and portions are huge. The prices are what you would expect for a sit down Chinese restaurant."
New View Restaurant,Connecticut,Hartford,Ken Flores,4,"Friendly service, Great food. 👍"
Ever Green Express Chinese and Japanese Cuisine,New York,Canandaigua,The Walker Way Walker Family,5,Love this family. Food is always the best! I can not find salt and pepper chicken anywhere else!
Islander Restaurant,Rhode Island,Warwick,Nancy Russo,2,"Food was ok,not as good as last year. Maybe because they were not busy. Some of my chicken wings were HUGE and tasted funny. The waitress was very rude,slamming the salt and pepper shakers, sugar and soy sauce on to the table after asking for them twice. Not our fault if she had a bad night. Think we will eat elsewhere next year. Maybe we will be appreciated as customers."
Peking Garden Restaurant,North Carolina,Gastonia,Angela Hooks,5,Great food. Always hot and made the way I requested.
China King,Maryland,Middle River,Edward Jakubik,5,Everything is good but the egg rolls.
China Express,New York,Poughkeepsie,Laseanna Harris,3,"It was ok, the guy that serves don't like to give duck sauce"
Yong Sheng,New York,Jamaica,Robert Wadolowski,4,I was delicious and fast food cheap many options
Dragon Lee,New York,Warrensburg,daniel Bentley,4,Some of the best chinese ive ever had great friendly workers. love the sliced pork with garlic sauce and the beef sticks are probably the best tasting food I've ever had anywhere!!
Flying Dragon Chinese Restaurant,New York,Bronx,Carlos Rodriguez,5,The best Happy Family plate of the town
The Delivery Chef,North Carolina,Hickory,Timothy Lott,4,You have much more options than door dash or grubhub. Its a little more expensive but worth it..
New China on 88,New Jersey,Point Pleasant,Jeicol Herrera,3,Decent Chinese food
Asia Gourmet,Massachusetts,Malden,Stormer Santana,5,Delicious food and amazing service.
China Garden restaurant,Florida,Palm Beach Gardens,Yahir Lawson,5,This restaurant provides fantastic service as well as tasty menu. The best spot in the city. The meals came out fast and the prices were economical. Will definitely recommend this restaurant.
Mon Kou Restaurant,Massachusetts,Attleboro,Nick Silvestro,5,Great food & atmosphere
Panda Express,Florida,Largo,Anthony Waller,1,Food was terrible and I no flavor at all rice is dry and the noodles from Krispy almost
Asian Fusion,Maryland,Nottingham,Mary Ann Dipietro,1,Horrible portions. Paid extra for added MEAT. NONE. GO ELSEWHERE VERY EXPENSIVE. RUDE
New Hardee,New York,Brooklyn,Gary Brutus,5,I didn't taste the food but  my  nephew and my niece said it was great. Above all the service was wonderful.
China Wok,Maryland,Baltimore,Mandhy Vindel,4,Good food and price
Yan's Chinese Buffet,New York,Delmar,Eric Spagli,5,"I have had chinese all over albany,glenmont,schenectady,ravena and if you are looking for classic american chinese food you are not going to find it elsewhere, the buffet is small and cheap that is not what I am reviewing. Yan's is literally the only chinese place out of a dozen I have tried in the past year that will actually listen when you ask for your food to be cooked a certain way. You wouldn't think it is difficult to make general tso spicy like it is meant to be and not fried chicken swimming in sugar glaze but somehow Yan's is the only place to figure it out.

I will say if you are looking for american chinese that is overloaded with sugar and sauce this is not the place to go, but to me that is exactly why I like it."
Bruce Lee Kitchen,Maryland,Glen Burnie,john shorter,5,Been ordering from here for years. It's the best in the area for sure.
Chef Ho's,Rhode Island,Providence,bernice Smith,5,I loved it
Tea Cafe,Massachusetts,Pepperell,Tim carson,5,Awesome food 🍲. Great service. Good prices. Drinks are excellent!!!!
Hunan Garden Chinese Restaurant,Virginia,Hampton,Jim Deibler,5,"Food is hot when you get it. Taste good, loved the shrimp egg rolls."
Grand Asia Market,North Carolina,Raleigh,Adora Wiggins,5,I always love going there for my foreign food
Golden Roll,Massachusetts,Hanson,George Callahan,5,"Wonderful people, great service and awesome food."
China Wok,Maryland,Elkton,Jewell Smith,5,"My husband and I do much of our business with this restaurant. It's a family owned, Chinese place. Their children are so sweet. They make the best food! Their General Tso's Chicken and Boneless Spare Ribs are the best!"
Number One Chinese Restaurant,Virginia,Chesapeake,lisa campbell,1,"Ordered take out. I had not ordered from here in a very long time because the broccoli & chicken was just horrible so fast forward to today and I am talking years!!!! It’s new people cooking the lady at the register is not very friendly, 2ndly I ordered sesame chicken it went in the trash, the sauce was like it was watered down, the rice was just mush and the fried dumplings were just wet n soggy! It all went in the garbage!!!! It was a waste of my money. I will not be returning. Still on the lookout for some good sesame chicken....."
Chin Song Restaurant,North Carolina,Asheboro,Katherine Atkins,5,Good food and a family atmosphere.
Takara,New York,Albany,Elangovan Raman,4,Good food. Nice Service. Can take the quality a little higher
New China Buffet,North Carolina,Winston-Salem,carol nunez,1,"Someone is faking the ratings, its aweful, dry food, always running short, old and stale. Dined at 6pm, they had no fried rice. When you ask, you get attitude. I eat out often but this is junk. Not fresh, brocoli yellow. I came 2x to give chance. Dont come here"
Eastern Restaurant,Virginia,Hopewell,Nice N Thick,5,Just ordered from this place and all I can say is EVERYTHING WAS DELICIOUS 😋
China City,Florida,Fort Myers,Toni Marie,5,Like the beef teriyaki...and egg rolls..
Chopstick House Restaurant,New Jersey,Cookstown,Jhony G,4,I liked there food
Cathay Express,New York,Buffalo,Pamela Harold,3,Food wasn't that great this time.why i don't know.food use to be good.
Atlas Kitchen,New York,New York,Annie Vu,5,"I can only speak to their mapo tofu lunch special. Their hot and sour soup is absolutely delicious. Mapo tofu was garlicky, gingery, and had Sichuan pepper. Enough food for 2 meals. Good deal"
China King,New York,Baldwin,Robert Mitchum,1,Total Crap...... Probably the worst Chinese food I've ever had. Not one thing we had tasted good.
Chopstick Express,Florida,St. Petersburg,David Bowser,4,Open late with fair prices and good portions
China King Restaurant,Georgia,Augusta,Tom Collins,4,"Food was delicious, fast and reasonably priced.  Only drinks in the place are bottles of soda with diet Coke being the only low cal option.  Lots of good food."
Little Panda,Florida,Lake Worth,Susan Lichtenstein,2,"I ordered from here quite frequently. Normally the food is very good. Yesterday I ordered the string beans with beef. Hardly any string beans, and the beef was tough could not be eaten.

I did try to call but the phone kept ringing and no answer. I was very disappointed. I have ordered the string beans with garlic sauce and it was always very good. This time is was not good. Very disappointed as I have been a good customer."
China King,New York,Stony Point,JK,4,Good local Chinese place with quality food and reasonable prices.
King Dragon,New York,Bronx,Cecilia Machuca,4,"This place is very clean, they cater very fast, the service is efficient, the food is very rich and has deliveryman and the employees are very friendly"
El Palacio Buffet,Florida,Orlando,Jpse jaramillq,5,Back to customers serve themself with all CDC guidelines...great!!!!!
Hoshi Sushi,New York,Stony Brook,Lance Liu (Glorybow),3,"(Translated by Google) Service attitude is normal

(Original)
服务态度一般吧"
Sung Wo Chinese Restaurant,New York,Rocky Point,aaa4014084935 AAA,3,Changed
China Thai,New York,Brooklyn,Ban Dav,5,"Excellent Pad Thai, and chicken fried rice!"
Dragon China,New York,Nedrow,Monika Grochowski,4,"Only place I'll go to for Chinese food! Good food, good prices, and a family restaurant."
Panda Garden,New Jersey,Newark,Pdre's Global Webcast,2,The quality of Chinese food is just okay and the people are not friendly at all
China Fun,Georgia,Savannah,Benjamin Fields,4,"Great food and portion are generous, good place to eat!"
Blue Star,Georgia,Wrens,Sharon Miller,4,Good
China King,New York,Queens Village,paul w,5,I work in the area every week and have enjoyed it for years
Rich,New York,Bronx,Optimus PineApple,4,Great
Chan's Restaurant,Virginia,Chesterfield,Dustin Wade,1,Horrible food
Great Wall,Virginia,Norfolk,Sharon Meier,5,Love this place. Been eating here for years.
Buffet City,Virginia,Virginia Beach,Robert Simonavicius,1,The price for dinner buffet skyrocketed to $29.99 from $15.99 last week.
King Chinese Buffet,North Carolina,Garner,Crystal Singletary,1,"Granted, I did go in about 45 minutes before closing but still... the experience could’ve been much better. I started writing this as I waited for my check and watched the staff clean the restaurant.

The staff started taking items off of the bar at least 30 minutes before closing. The majority of the remaining items were already cold. The food probably wouldn’t have been so bad if it was fresh and hot.

My server came to my table twice while I was actually at the table— once to drop off the check and once to bring back my to-go drink (which I had to ask for as she walked away). Not sure if she was just too preoccupied with cleaning or if she is rude. She did seem to have time to goof off with the hibachi cook though, so hey. 🤷🏾‍♀️

The environment was not welcoming. Even when I went to the hibachi station, the cook made a weird face at the server. So, I asked if the hibachi station was still open and he reluctantly said yes. Then I saw a gnat fly into the pineapples at the hibachi station.🤢😷 I went to the sushi station but all of the sushi has already been removed. The cashiers began to remove the items from the hibachi station soon after.

I’ve worked in a restaurant with a buffet before, so I understand that the employees need to begin some of the closing duties before the restaurant closes; however, it is in extremely poor tastes to start removing items from the buffet before the restaurant closes— especially when the main attraction is the buffet.

Also, they mopped the floor at the entrance and failed to put up a wet floor sign near the door. The cashier warned me about the wet floor as I left, but someone coming in from the outside would have to cross the wet floor without a warning.

On a positive note, the cashier was friendly. Also, the bathroom was clean. I still want my money back though."
Flying Dragon,Virginia,Richmond,rachel johnson,1,On several occasions I've received bad fried chicken wings they should have changed the grease because it was old burnt grease these new people are no better none of them knows what they're doing. They should leave the cooking to someone else.!!!!!😣😣
Chow Town Grill & Buffet,Georgia,Valdosta,Danielle Charping,5,Great food
Sino Wok,North Carolina,Raleigh,Stacey S Avery,5,Black pepper chicken with fried rice and their sweet tea are my favorites. Always try to grab a bite here when we're in the area. Staff is always friendly and doesn't mind if you ask for samples!
Genghis Grill,Florida,Brandon,Paul M,4,Food and cocktails were really good
China Royale,Connecticut,Haddam,Lynn Calderoni,4,Food was good. Pretty standard menu. Clean and friendly service
Dragon 1,Georgia,Tifton,Darlene Parker,1,The service horrible.horrible food.they have rodents and huge rats
Wok & Roll,New Jersey,Edison,Barbara Kwadecius,5,Good food
Po-Po Chinese Restaurant,New Jersey,Trenton,MARVALUS Mar'vell,4,Good
Mr Teriyaki LLC,South Carolina,Sumter,Matt Ellis,3,Food was pretty good and sizable portions. Overall not bad. ...not great but not bad
May Flower Chinese Restaurant,New York,Staten Island,louis ragin,3,The food is decent and the prices are reasonable and they deliver
Imperial Wok,Connecticut,New Haven,D K,4,Love the bonus spare ribs
Golden River Chinese Kitchen,New York,Huntington,Zion Martinez,5,"Absolutely a place worth trying, the food is excellent and fresh, the rates are reasonable and it is regularly well kept there. Highly recommended."
China Empress,Maine,Winthrop,grant abramson,5,Always AWESOME GOOD FOOD TAKE OUT!!!
Lam's Garden,South Carolina,Ravenel,Deborah Ahrens,5,Clerk was rude.i won't go back.
Chow Superb Chinese food,New York,Massapequa,AJ,5,I love their food because it tastes healthier for some reason compared to other greasy Chinese food.
New No 1,New York,Mt Vernon,Willie Buck,2,Pass by
Hibachi Grill & Supreme Buffet,Maryland,Baltimore,Patricia Haynes,4,The food was good.
Chin Garden,North Carolina,Charlotte,Courtney R.,5,"They're always friendly, delicious, fresh food quickly. Cash only sucks though, but, just run into BiLo!"
China Best,Maryland,Oxon Hill,Deborah Johnson,1,Old food
Good Harvest,North Carolina,Cary,Geo Min,5,"Super fun and good, karaoke was a fun aspect after eating a TON of food, a tad expensive but really great hot pot. Ton of options and really good meats and vegetables"
Great Wall,New Jersey,Bayonne,Jennifer Darquea,5,Eat there so much food is great
Kome,Florida,Orlando,Brandy Puddin,5,Always fresh
China Garden,New York,Canastota,Angela R Kirsch,5,Delicious Large Portions! Always quick and satisfying!
Sheng Jin,New York,Queens,eunice li,5,"(Translated by Google) The fritters are delicious.

(Original)
油條好好吃😊"
Classic Asia,New Jersey,Haddon Heights,Pedro Cintron,4,Good
Hong Kong Garden,Georgia,Lithonia,Antonio Rosas,4,For what you paying (at least at lunch time) and what you get... it's really good!! Would suggest the sesame chicken and ask to make it extra crunchy YOOO!!
China Fun,Florida,Winter Springs,Andrew Qucsai Jr.,3,Typical Chinese takeout. I usually stick to my favorite sweet and sour chicken but even that dish does not taste good all the time. There are better Chinese takeouts in this area. This one is just the most convenient for me unfortunately.
China Wok,Maryland,Baltimore,Jeremy Locklear,5,Beef and broccoli is the best plus the  egg rolls are good 👍  too
Yau Yu,New York,Holtsville,Jaime Booker,5,This place is worth giving a shot. They have big portions for reasonable prices. Regularly well organized and with awesome vibes. Highly recommended.
Top China 1912,Virginia,Cape Charles,Tracy Stith,4,I only eat shrimp fried rice
New King Wok,New York,New York,Kearsten Richardson,5,Good chicken
Lim Fong's Delight III,New Jersey,Westampton,Charnette Smith,5,"Always good food, best in the area!!!"
Mon Kou Restaurant,Massachusetts,Attleboro,Lotus Blossom,4,"I haven't been back here in probably 20 years. We had a fantastic meal of Singapore noodles, scallion fried rice and mixed seafood/veg dish. Friendly staff and owner. I like the renovation with the cool bubbly colored wall."
Dynasty,New York,Queens,Miguel Concepcion,3,Pretty good been around for a long time
New Cheung Hing,New York,Queens,R2 D2,4,"Whenever I travel back to the town I was raised in from an overcrowded beach to hardly see anyone there, I always decide on eating here, the beggars make it a little disturbing while waiting."
New King Wok,New York,New York,Imani Lumpkin,5,Lee food is very good and he think of every one like his family.
Eastern Express,New Jersey,Budd Lake,Amber Ianetti,5,"I adore this place!!! Wonderful staff, amazing food!!! Sushi and Sashimi are on point! Delicious drinks too!!!"
China King,Maryland,Middle River,Diana Podowski,1,Got the pepper steak n white rice it was disgusting along with the shrimp egg rolls that tasted like fish what a total waste of money
Golden China Restaurant,Georgia,St Marys,K W,1,"The buffet was small and the food was overcooked. The worst part is it was 85° in there bc  the air was out, or not on."
Islander Restaurant,Rhode Island,Warwick,C F,4,"Fresh food, very large portions, spacious dining room"
New Generation Hot Pot,Maryland,Towson,Heather Rolon,5,Amazing service. Fresh food. Wonderful quality and a great time. We are hot pot fans and it is so nice to have a great place near home.
Panda Express,Georgia,Norcross,Alex Basinger (Masters Auto Detailing),5,Clean. Fast service. Delicious food. Happy I picked this particular Panda Express.
Dim Sum 440,Massachusetts,Fall River,RPM BUILT,2,"I used to eat here all the time but at one point the food changed completely and now it is not edible. They used to have the best chicken and broccoli, I dont know what happened."
Lo's Restaurant,Virginia,Fairfax,Carter Swenson,5,"Nice restaurant overall and the staff was excellent.  I could even recommend this place to my boss ""prior to evaluation time"" and subsequently feel great that it would not affect my career in a negative fashion."
Ocean Garden Dine In & Take-Out,Massachusetts,Gloucester,Sam Landry,3,Pretty plain but does the job. Would get a better rating if it didn't look like a drug front with that weird half-full store
China House,Maryland,Denton,Kathy Stokes,5,love it
Empire Restaurant,New York,St James,Arielle Sokol,5,Well-priced sushi.  Hot and sour soup is great if you have a cold or sinus infection.
Silver Pond,Florida,Lauderdale Lakes,Rob Young,5,Best Chinese food in Florida in my experience
Lin Mini Cafe,New York,Brooklyn,chen nathan,1,"(Translated by Google) Very poor service attitude

(Original)
服务态度极差"
Top China,New Jersey,Morristown,Alexander Dane,4,"Not gonna lie,  the Hunan chicken combo hit the spot"
China Gourmet,North Carolina,Oak Ridge,D Haymore,2,Just ok.  To little food for too much money.  The take out specials should be available for sit down.  Second time with issues.  Won't be back. Will go next door to the Mexican restaurant
Jackie Chen,Virginia,Chesapeake,Angela Russell,5,One of my favorite places
Lan Pan-Asian Cafe,Florida,Miami,Monica Serradell,5,"(Translated by Google) From my favorites in the area for sushi. Unbeatable price quality ratio. I visit it very often and always delicious

(Original)
De mis favoritos en el area para sushi. Relación calidad precio inmejorable. Lo visito con mucha frecuencia y siempre delicioso"
P.F. Chang's,North Carolina,Durham,David Kistler,4,"Excellent atmosphere and service.

I had dumplings, hot and sour soup and a soda.  My total, including taxes and a 20% tip, came to right at $20.  A little pricey in my opinion. Otherwise, would give 5 stars."
China Star,North Carolina,Hope Mills,Christopher Sanchez,4,One of the better chinese or Asian take out places.
Lotus Buffet,North Carolina,Charlotte,Natasha Toomer,5,Love it
P.F. Chang's,Rhode Island,Providence,Braylen's Adventures,4,Great GF options!
Main Garden,New Jersey,Passaic,Rigoberto Acevedo,5,Im happy with the service truly friendly delivery and delicious food
China House,Georgia,Acworth,Donna Herfurth,4,"I've driven by this place for years and never gone in, until recently. I was pleasantly surprised. While small, it is extremely clean and the staff very helpful and nice. I had a coupon for a free lunch and decided it was time to try the food. It is somewhere between a real Chinese restaurant and the standard far food Chinese. I had the General Tao's chicken and fried rice. The chicken was cooked perfectly with just the right amount of crunch, the fried rice was delicious and included broccoli. There was so much food I couldn't even eat it all. The drawbacks are that you get a can or bottle of soda, no refills and your plate and utensils are paper and plastic. However, the food is good, reasonably priced with large portions."
China Garden Restaurant,North Carolina,Fayetteville,Raquel McClenny,3,The food was okay apart from some of it being cold and others being burnt. It took 2 hours for me to get my food despite being less than a quarter mile from the store. Although the delivery driver was very polite and even told me I paid too much when I gave him his tip. The young lady at the front counter was very polite when I called to inquire about my food as well. I will probably return but it won't be my first choice.
Dragon Express,South Carolina,Rock Hill,Cathy Harrison,5,Excellent fast Chinese food. Always remembers our special request. Quick service
Hong Kong Chinese Restaurant,Georgia,Columbus,Cindy Moores,3,"Accidentally Vegan Friendly

Little place conveniently near the base and just off the highway. The food quality is good-the vegetables cooked to perfection and fresh. They were out of tofu so I could not get a tofu substitution for meat like I normally get.

I had the mixed vegetables and asked for spicy garlic sauce instead of the menu sauce and it was good. Nice and thick and enough of it for the generous portion of rice.

This little family owned business is not fancy but has a very polite staff who has some difficulty with English. Don’t come here for atmosphere-basic surroundings, clearly mostly a take out but does have limited seating. Glad we stopped for lunch."
Golden Express Chinese Cuisine (New Restaurant since Summer 2018),Georgia,Decatur,Slim Jim Longfoot,4,"After calling them to find out info and being hung up on, I decided to go there and try the new establishment out for myself in person. I went there last night (4.15.19) and ordered the two meats with veggie fried rice. I bought sesame and Mongolian chicken. It was all good. The place is brighter and cleaner than how the previous owners had it and the man at corner (possibly owner) was kind and informative. I will visit again in the future. NOTE: They do NOT deliver!"
Golden City II,Virginia,Norfolk,Devona Spellman,4,Golden China is always hot & fresh.  You never have to wait long Love it
Chinatown Restaurant,North Carolina,Butner,Billy Mcdowell,4,Good food plenty of parking love their hot and sour soup and egg rolls
Hong Kong Express,Georgia,Macon,Sheena Marie,5,Great food and they will DELIVER!
